id,lat,lon
440,38.676060,-77.048606
441,38.675921,-77.046867
442,38.676429,-77.045514
443,38.676005,-77.044223
444,38.676112,-77.042714
445,38.676279,-77.041382
446,38.676058,-77.039716
447,38.676029,-77.038554
448,38.676191,-77.037212
449,38.676241,-77.035594
450,38.676481,-77.034328
451,38.676473,-77.032696
452,38.676072,-77.031323
453,38.676306,-77.029795
454,38.675943,-77.028449
455,38.676198,-77.026854
456,38.676078,-77.025488
457,38.676261,-77.024317
458,38.676278,-77.022739
459,38.676302,-77.021256
460,38.676291,-77.019764
461,38.676273,-77.018301
462,38.676284,-77.017215
463,38.676167,-77.015635
464,38.676333,-77.014488
465,38.676083,-77.012688
466,38.676015,-77.011614
467,38.676223,-77.009709
468,38.676218,-77.008317
469,38.676389,-77.007266
470,38.676385,-77.005712
471,38.676375,-77.004136
472,38.676108,-77.003070
473,38.676464,-77.001630
474,38.676466,-76.999795
475,38.676328,-76.998301
476,38.676467,-76.996975
477,38.676124,-76.995558
478,38.675923,-76.994277
479,38.676174,-76.992774
480,38.676299,-76.991399
481,38.676384,-76.989771
482,38.675977,-76.988748
483,38.675929,-76.986952
484,38.676235,-76.985508
485,38.676041,-76.984569
486,38.676385,-76.982661
487,38.676087,-76.981521
488,38.675995,-76.979789
489,38.676089,-76.978622
490,38.675971,-76.976972
491,38.675993,-76.975793
492,38.676297,-76.974203
493,38.676455,-76.972962
494,38.676338,-76.971687
495,38.676152,-76.970294
496,38.676194,-76.968692
497,38.676458,-76.967480
498,38.676126,-76.965821
499,38.676457,-76.964160
500,38.675972,-76.962832
501,38.676226,-76.961240
502,38.676120,-76.960145
503,38.676023,-76.958877
504,38.676399,-76.957262
505,38.676293,-76.955729
506,38.676256,-76.954658
507,38.676364,-76.953106
508,38.675987,-76.951497
509,38.675954,-76.949957
510,38.676033,-76.948845
511,38.676411,-76.947355
512,38.675999,-76.945604
513,38.675917,-76.944202
514,38.675998,-76.943192
515,38.676058,-76.941741
516,38.676292,-76.940400
517,38.675924,-76.938539
518,38.676051,-76.937380
519,38.676015,-76.936109
520,38.676338,-76.934413
521,38.676340,-76.933016
522,38.676359,-76.931570
523,38.675977,-76.930149
524,38.676454,-76.928987
525,38.676362,-76.927091
526,38.676212,-76.925899
527,38.676465,-76.924700
528,38.676188,-76.923080
529,38.676306,-76.921604
530,38.676434,-76.920417
531,38.675961,-76.918686
532,38.675953,-76.917451
533,38.676276,-76.915869
534,38.676101,-76.914189
535,38.676218,-76.913072
536,38.676260,-76.911849
537,38.676315,-76.909994
538,38.676286,-76.908616
539,38.676326,-76.907507
540,38.676173,-76.906073
541,38.676108,-76.904520
542,38.676152,-76.903299
543,38.676158,-76.901548
544,38.676129,-76.900415
545,38.676441,-76.899038
546,38.676389,-76.897598
547,38.675970,-76.895804
548,38.676378,-76.894483
549,38.676250,-76.893054
550,38.676103,-76.891879
551,38.676117,-76.890144
552,38.676343,-76.888603
553,38.676326,-76.887120
554,38.676258,-76.886047
555,38.676245,-76.884700
556,38.676290,-76.883268
557,38.675977,-76.881489
558,38.676125,-76.880110
559,38.676243,-76.878659
560,38.676397,-76.877138
561,38.676382,-76.875919
562,38.676282,-76.874828
563,38.676445,-76.872945
564,38.676068,-76.871889
565,38.676316,-76.870391
566,38.676109,-76.869138
567,38.676411,-76.867393
568,38.676144,-76.866209
569,38.676276,-76.864847
570,38.676341,-76.863317
571,38.676155,-76.861820
572,38.676126,-76.860177
573,38.676358,-76.858839
574,38.675964,-76.857707
575,38.676005,-76.855960
576,38.676299,-76.854731
577,38.676293,-76.853184
578,38.676167,-76.851880
579,38.676346,-76.850545
580,38.676160,-76.849023
581,38.676302,-76.847482
582,38.676296,-76.846308
583,38.676141,-76.844566
584,38.675920,-76.843311
585,38.676036,-76.841979
586,38.676061,-76.840445
587,38.675920,-76.838780
588,38.676015,-76.837564
589,38.676316,-76.836070
590,38.676390,-76.834470
591,38.675956,-76.833013
592,38.675939,-76.832068
593,38.676440,-76.830162
594,38.676243,-76.828901
595,38.676320,-76.827564
596,38.675981,-76.826365
597,38.676100,-76.824495
598,38.676268,-76.823052
599,38.676440,-76.822050
600,38.676397,-76.820536
601,38.676251,-76.818951
602,38.676141,-76.817647
603,38.676109,-76.816209
604,38.676011,-76.814682
605,38.675980,-76.813257
606,38.676432,-76.811923
607,38.676330,-76.810230
608,38.676380,-76.809137
609,38.675999,-76.807733
610,38.676259,-76.805987
611,38.676289,-76.804894
612,38.676356,-76.803288
613,38.676345,-76.801711
614,38.676171,-76.800191
615,38.676237,-76.798931
616,38.676271,-76.797375
617,38.676273,-76.796356
618,38.675954,-76.794764
619,38.676088,-76.793434
620,38.675947,-76.791876
621,38.676092,-76.790482
622,38.675948,-76.788840
623,38.675959,-76.787396
624,38.676403,-76.786113
625,38.676204,-76.784774
626,38.676231,-76.783161
627,38.676426,-76.781931
628,38.676377,-76.780390
629,38.676098,-76.779065
630,38.676001,-76.777876
631,38.675974,-76.775973
632,38.677536,-77.225103
633,38.677628,-77.223986
634,38.677482,-77.222410
635,38.677591,-77.220936
636,38.677431,-77.219596
637,38.677502,-77.218150
638,38.677534,-77.216617
639,38.677791,-77.215163
640,38.677378,-77.214053
641,38.677727,-77.212519
642,38.677753,-77.210881
643,38.677857,-77.209332
644,38.677531,-77.208072
645,38.677421,-77.206780
646,38.677892,-77.205155
647,38.677564,-77.203789
648,38.677875,-77.202526
649,38.677555,-77.200826
650,38.677804,-77.199470
651,38.677813,-77.198005
652,38.677731,-77.196701
653,38.677709,-77.195334
654,38.677547,-77.193943
655,38.677443,-77.192602
656,38.677881,-77.191022
657,38.677470,-77.189795
658,38.677385,-77.187966
659,38.677398,-77.186583
660,38.677817,-77.185093
661,38.677362,-77.183979
662,38.677778,-77.182671
663,38.677555,-77.181228
664,38.677815,-77.179455
665,38.677802,-77.178375
666,38.677590,-77.176810
667,38.677726,-77.175483
668,38.677594,-77.174031
669,38.677767,-77.172512
670,38.677645,-77.171166
671,38.677802,-77.169649
672,38.677817,-77.168282
673,38.677881,-77.166504
674,38.677604,-77.165480
675,38.677558,-77.163914
676,38.677892,-77.162324
677,38.677798,-77.161285
678,38.677483,-77.159573
679,38.677839,-77.158197
680,38.677399,-77.156605
681,38.677826,-77.155499
682,38.677776,-77.154081
683,38.677857,-77.152727
684,38.677590,-77.150846
685,38.677467,-77.149703
686,38.677540,-77.148519
687,38.677371,-77.146823
688,38.677475,-77.145117
689,38.677554,-77.144242
690,38.677871,-77.142354
691,38.677711,-77.140956
692,38.677419,-77.139818
693,38.677814,-77.138159
694,38.677420,-77.136729
695,38.677596,-77.135702
696,38.677386,-77.134134
697,38.677817,-77.132541
698,38.677755,-77.131128
699,38.677404,-77.129839
700,38.677512,-77.128551
701,38.677580,-77.126700
702,38.677601,-77.125664
703,38.677857,-77.123961
704,38.677350,-77.122582
705,38.677479,-77.121369
706,38.677585,-77.119675
707,38.677478,-77.118362
708,38.677719,-77.117125
709,38.677896,-77.115710
710,38.677641,-77.114034
711,38.677904,-77.112582
712,38.677563,-77.111204
713,38.677703,-77.109487
714,38.677485,-77.108612
715,38.677790,-77.106999
716,38.677759,-77.105412
717,38.677781,-77.103926
718,38.677530,-77.102894
719,38.677652,-77.101030
720,38.677440,-77.099624
721,38.677606,-77.098246
722,38.677701,-77.096755
723,38.677377,-77.095349
724,38.677602,-77.094199
725,38.677366,-77.092827
726,38.677365,-77.090983
727,38.677634,-77.089526
728,38.677650,-77.088520
729,38.677770,-77.087130
730,38.677544,-77.085368
731,38.677834,-77.084199
732,38.677412,-77.082753
733,38.677848,-77.081113
734,38.677851,-77.079891
735,38.677896,-77.078403
736,38.677624,-77.076734
737,38.677637,-77.075379
738,38.677755,-77.074365
739,38.677684,-77.072515
740,38.677652,-77.071376
741,38.677386,-77.069757
742,38.677515,-77.068364
743,38.677584,-77.066889
744,38.677541,-77.065833
745,38.677837,-77.064230
746,38.677910,-77.062849
747,38.677899,-77.061040
748,38.677383,-77.059792
749,38.677548,-77.058273
750,38.677728,-77.056761
751,38.677422,-77.055532
752,38.677786,-77.054433
753,38.677379,-77.052584
754,38.677550,-77.051384
755,38.677664,-77.049832
756,38.677728,-77.048210
757,38.677553,-77.046891
758,38.677668,-77.045598
759,38.677568,-77.044104
760,38.677483,-77.042985
761,38.677760,-77.041339
762,38.677561,-77.039878
763,38.677490,-77.038625
764,38.677595,-77.036779
765,38.677503,-77.035399
766,38.677621,-77.034427
767,38.677827,-77.032813
768,38.677853,-77.031392
769,38.677391,-77.029831
770,38.677823,-77.028612
771,38.677539,-77.027332
772,38.677650,-77.025435
773,38.677826,-77.024112
774,38.677869,-77.022729
775,38.677793,-77.021377
776,38.677410,-77.020127
777,38.677420,-77.018366
778,38.677356,-77.017075
779,38.677551,-77.015507
780,38.677655,-77.014191
781,38.677390,-77.012938
782,38.677911,-77.011279
783,38.677640,-77.009825
784,38.677810,-77.008796
785,38.677895,-77.007046
786,38.677597,-77.005599
787,38.677537,-77.004061
788,38.677786,-77.002771
789,38.677444,-77.001160
790,38.677587,-76.999766
791,38.677372,-76.998789
792,38.677428,-76.997340
793,38.677525,-76.995604
794,38.677538,-76.994047
795,38.677851,-76.992675
796,38.677484,-76.991370
797,38.677655,-76.990235
798,38.677513,-76.988577
799,38.677627,-76.987360
800,38.677878,-76.985942
801,38.677716,-76.984194
802,38.677686,-76.982699
803,38.677662,-76.981283
804,38.677357,-76.980303
805,38.677706,-76.978574
806,38.677712,-76.977040
807,38.677578,-76.975688
808,38.677625,-76.974269
809,38.677506,-76.972656
810,38.677616,-76.971317
811,38.677731,-76.970181
812,38.677382,-76.968890
813,38.677591,-76.967223
814,38.677457,-76.965728
815,38.677519,-76.964239
816,38.677759,-76.962732
817,38.677897,-76.961723
818,38.677552,-76.960052
819,38.677523,-76.958680
820,38.677493,-76.957379
821,38.677396,-76.955930
822,38.677560,-76.954319
823,38.677482,-76.952751
824,38.677432,-76.951632
825,38.677670,-76.950215
826,38.677776,-76.948684
827,38.677634,-76.947258
828,38.677517,-76.946104
829,38.677880,-76.944403
830,38.677892,-76.943143
831,38.677542,-76.941812
832,38.677623,-76.939912
833,38.677714,-76.938721
834,38.677647,-76.937081
835,38.677586,-76.935636
836,38.677755,-76.934278
837,38.677549,-76.933059
838,38.677666,-76.931751
839,38.677656,-76.930395
840,38.677628,-76.928575
841,38.677500,-76.927022
842,38.677729,-76.926093
843,38.677897,-76.924510
844,38.677794,-76.923116
845,38.677876,-76.921453
846,38.677454,-76.920168
847,38.677626,-76.919007
848,38.677419,-76.917418
849,38.677611,-76.915921
850,38.677686,-76.914463
851,38.677528,-76.912981
852,38.677433,-76.911341
853,38.677762,-76.910309
854,38.677532,-76.908582
855,38.677644,-76.907225
856,38.677512,-76.905739
857,38.677551,-76.904394
858,38.677899,-76.903020
859,38.677795,-76.901514
860,38.677733,-76.900487
861,38.677611,-76.898525
862,38.677787,-76.897208
863,38.677670,-76.895814
864,38.677673,-76.894703
865,38.677699,-76.893021
866,38.677820,-76.891865
867,38.677729,-76.890505
868,38.677881,-76.889035
869,38.677351,-76.887494
870,38.677427,-76.885853
871,38.677575,-76.884380
872,38.677866,-76.882898
873,38.677760,-76.881935
874,38.677419,-76.880427
875,38.677526,-76.878742
876,38.677640,-76.877515
877,38.677439,-76.875749
878,38.677536,-76.874641
879,38.677781,-76.873007
880,38.677707,-76.871597
881,38.677688,-76.870457
882,38.677481,-76.868823
883,38.677469,-76.867161
884,38.677510,-76.866126
885,38.677459,-76.864463
886,38.677521,-76.863241
887,38.677873,-76.861560
888,38.677497,-76.860519
889,38.677726,-76.858946
890,38.677900,-76.857271
891,38.677885,-76.855853
892,38.677506,-76.854723
893,38.677748,-76.853264
894,38.677593,-76.851889
895,38.677614,-76.850495
896,38.677648,-76.848653
897,38.677738,-76.847681
898,38.677692,-76.845999
899,38.677479,-76.844526
900,38.677643,-76.843119
901,38.677371,-76.841822
902,38.677750,-76.840574
903,38.677780,-76.839203
904,38.677654,-76.837251
905,38.677573,-76.835822
906,38.677841,-76.834658
907,38.677454,-76.832955
908,38.677524,-76.831711
909,38.677858,-76.830602
910,38.677668,-76.828923
911,38.677753,-76.827268
912,38.677861,-76.826277
913,38.677844,-76.824851
914,38.677865,-76.822957
915,38.677567,-76.821818
916,38.677875,-76.820127
917,38.677869,-76.818750
918,38.677346,-76.817500
919,38.677402,-76.815838
920,38.677503,-76.814409
921,38.677650,-76.813266
922,38.677876,-76.811637
923,38.677607,-76.810587
924,38.677405,-76.809179
925,38.677602,-76.807699
926,38.677447,-76.806000
927,38.677792,-76.804671
928,38.677772,-76.803469
929,38.677829,-76.801632
930,38.677812,-76.800425
931,38.677390,-76.798911
932,38.677446,-76.797787
933,38.677525,-76.796301
934,38.677489,-76.794882
935,38.677770,-76.793047
936,38.677513,-76.791753
937,38.677347,-76.790367
938,38.677736,-76.789279
939,38.677408,-76.787714
940,38.677572,-76.786177
941,38.677851,-76.784637
942,38.677518,-76.783546
943,38.677863,-76.782019
944,38.677691,-76.780637
945,38.677417,-76.779249
946,38.677767,-76.777565
947,38.677578,-76.776172
948,38.679035,-77.225204
949,38.679145,-77.223960
950,38.678907,-77.222229
951,38.679264,-77.221187
952,38.679021,-77.219407
953,38.678811,-77.218061
954,38.678801,-77.216645
955,38.679054,-77.215205
956,38.678852,-77.213919
957,38.679063,-77.212615
958,38.678883,-77.210923
959,38.678818,-77.209539
960,38.679227,-77.208146
961,38.679059,-77.206719
962,38.678799,-77.205290
963,38.679226,-77.203716
964,38.678992,-77.202237
965,38.679191,-77.200947
966,38.678792,-77.199655
967,38.678802,-77.197859
968,38.679299,-77.196961
969,38.679299,-77.195557
970,38.678999,-77.193711
971,38.679203,-77.192167
972,38.679134,-77.191059
973,38.679332,-77.189655
974,38.679262,-77.187931
975,38.678980,-77.186633
976,38.679143,-77.185289
977,38.679139,-77.183973
978,38.678868,-77.182440
979,38.679068,-77.180906
980,38.678893,-77.179893
981,38.678779,-77.178299
982,38.679150,-77.176734
983,38.679069,-77.175149
984,38.678907,-77.173996
985,38.678923,-77.172233
986,38.679180,-77.171278
987,38.679228,-77.169678
988,38.679203,-77.167987
989,38.678775,-77.166948
990,38.678824,-77.165621
991,38.679107,-77.163814
992,38.678794,-77.162367
993,38.678995,-77.161230
994,38.678890,-77.159446
995,38.678798,-77.158226
996,38.678931,-77.156622
997,38.679183,-77.155480
998,38.679107,-77.153853
999,38.678949,-77.152639
1000,38.678848,-77.151009
1001,38.678892,-77.149789
1002,38.678801,-77.147994
1003,38.679268,-77.146589
1004,38.679123,-77.145440
1005,38.679049,-77.143704
1006,38.679303,-77.142450
1007,38.679214,-77.141225
1008,38.679003,-77.139897
1009,38.678981,-77.138126
1010,38.679036,-77.136647
1011,38.678938,-77.135302
1012,38.679226,-77.133758
1013,38.679087,-77.132303
1014,38.679084,-77.131352
1015,38.678905,-77.129887
1016,38.679135,-77.128052
1017,38.679249,-77.127100
1018,38.679179,-77.125618
1019,38.678919,-77.123917
1020,38.679110,-77.122378
1021,38.678873,-77.121016
1022,38.679179,-77.119706
1023,38.679039,-77.118104
1024,38.678956,-77.116628
1025,38.678775,-77.115214
1026,38.679315,-77.114256
1027,38.679336,-77.112625
1028,38.678904,-77.111128
1029,38.678883,-77.109525
1030,38.679081,-77.108179
1031,38.678983,-77.106892
1032,38.678971,-77.105621
1033,38.679059,-77.104061
1034,38.678822,-77.102360
1035,38.679034,-77.101015
1036,38.679287,-77.099857
1037,38.679002,-77.098322
1038,38.678892,-77.097134
1039,38.678915,-77.095259
1040,38.679096,-77.094128
1041,38.678853,-77.092753
1042,38.678983,-77.091040
1043,38.679051,-77.089717
1044,38.679157,-77.088518
1045,38.679235,-77.086688
1046,38.679132,-77.085534
1047,38.678862,-77.083935
1048,38.678863,-77.082552
1049,38.679045,-77.081014
1050,38.679075,-77.079746
1051,38.678800,-77.078667
1052,38.679249,-77.076722
1053,38.679147,-77.075400
1054,38.679001,-77.073929
1055,38.678898,-77.072581
1056,38.678771,-77.071271
1057,38.678979,-77.069781
1058,38.679146,-77.068356
1059,38.679042,-77.067004
1060,38.678770,-77.065542
1061,38.678773,-77.064130
1062,38.678923,-77.062449
1063,38.678776,-77.061117
1064,38.679150,-77.059695
1065,38.679285,-77.058669
1066,38.678821,-77.057219
1067,38.678876,-77.055578
1068,38.679231,-77.054301
1069,38.678992,-77.052815
